model_name,case_id,repeat_id,dataset,prediction,confidence,ground_truth,n_judge_opinions
openrouter/google/gemma-2-9b-it,0,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,0,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,0,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,10,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,10,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,10,3,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,11,1,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,11,2,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,11,3,nlsy97,YES,60.0,False,4
openrouter/google/gemma-2-9b-it,12,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,12,2,nlsy97,YES,75.0,False,6
openrouter/google/gemma-2-9b-it,12,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,13,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,13,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,13,3,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,14,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,14,2,nlsy97,NO,75.0,True,5
openrouter/google/gemma-2-9b-it,14,3,nlsy97,NO,75.0,True,5
openrouter/google/gemma-2-9b-it,15,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,15,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,15,3,nlsy97,NO,55.0,False,6
openrouter/google/gemma-2-9b-it,16,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,16,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,16,3,nlsy97,NO,75.0,False,4
openrouter/google/gemma-2-9b-it,17,1,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,17,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,17,3,nlsy97,YES,65.0,False,4
openrouter/google/gemma-2-9b-it,18,1,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,18,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,18,3,nlsy97,NO,55.0,False,5
openrouter/google/gemma-2-9b-it,19,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,19,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,19,3,nlsy97,YES,70.0,False,6
openrouter/google/gemma-2-9b-it,1,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,1,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,1,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,20,1,nlsy97,YES,60.0,True,6
openrouter/google/gemma-2-9b-it,20,2,nlsy97,NO,75.0,True,5
openrouter/google/gemma-2-9b-it,20,3,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,21,1,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,21,2,nlsy97,NO,60.0,True,5
openrouter/google/gemma-2-9b-it,21,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,22,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,22,2,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,22,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,23,1,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,23,2,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,23,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,24,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,24,2,nlsy97,YES,60.0,False,5
openrouter/google/gemma-2-9b-it,24,3,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,25,1,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,25,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,25,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,26,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,26,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,26,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,27,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,27,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,27,3,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,28,1,nlsy97,YES,75.0,True,6
openrouter/google/gemma-2-9b-it,28,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,28,3,nlsy97,YES,75.0,True,6
openrouter/google/gemma-2-9b-it,29,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,29,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,29,3,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,2,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,2,2,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,2,3,nlsy97,NO,55.0,True,5
openrouter/google/gemma-2-9b-it,30,1,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,30,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,30,3,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,31,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,31,2,nlsy97,NO,60.0,True,6
openrouter/google/gemma-2-9b-it,31,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,32,1,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,32,2,nlsy97,NO,60.0,False,4
openrouter/google/gemma-2-9b-it,32,3,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,33,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,33,2,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,33,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,34,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,34,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,34,3,nlsy97,YES,75.0,True,6
openrouter/google/gemma-2-9b-it,35,1,nlsy97,NO,60.0,True,5
openrouter/google/gemma-2-9b-it,35,2,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,35,3,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,36,1,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,36,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,36,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,37,1,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,37,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,37,3,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,38,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,38,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,38,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,39,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,39,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,39,3,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,3,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,3,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,3,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,40,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,40,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,40,3,nlsy97,NO,55.0,False,5
openrouter/google/gemma-2-9b-it,41,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,41,2,nlsy97,NO,75.0,False,4
openrouter/google/gemma-2-9b-it,41,3,nlsy97,NO,65.0,False,4
openrouter/google/gemma-2-9b-it,42,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,42,2,nlsy97,NO,65.0,True,5
openrouter/google/gemma-2-9b-it,42,3,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,43,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,43,2,nlsy97,NO,60.0,True,5
openrouter/google/gemma-2-9b-it,43,3,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,44,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,44,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,44,3,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,45,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,45,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,45,3,nlsy97,NO,60.0,True,6
openrouter/google/gemma-2-9b-it,46,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,46,2,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,46,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,47,1,nlsy97,YES,60.0,True,5
openrouter/google/gemma-2-9b-it,47,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,47,3,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,48,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,48,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,48,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,49,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,49,2,nlsy97,NO,65.0,True,4
openrouter/google/gemma-2-9b-it,49,3,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,4,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,4,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,4,3,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,50,1,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,50,2,nlsy97,NO,55.0,True,5
openrouter/google/gemma-2-9b-it,50,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,51,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,51,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,51,3,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,52,1,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,52,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,52,3,nlsy97,YES,60.0,True,6
openrouter/google/gemma-2-9b-it,53,1,nlsy97,NO,55.0,False,5
openrouter/google/gemma-2-9b-it,53,2,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,53,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,54,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,54,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,54,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,55,1,nlsy97,YES,70.0,False,6
openrouter/google/gemma-2-9b-it,55,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,55,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,56,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,56,2,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,56,3,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,57,1,nlsy97,YES,75.0,True,6
openrouter/google/gemma-2-9b-it,57,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,57,3,nlsy97,YES,70.0,True,6
openrouter/google/gemma-2-9b-it,58,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,58,2,nlsy97,YES,75.0,True,6
openrouter/google/gemma-2-9b-it,58,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,59,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,59,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,59,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,5,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,5,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,5,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,60,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,60,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,60,3,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,61,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,61,2,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,61,3,nlsy97,NO,70.0,False,6
openrouter/google/gemma-2-9b-it,62,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,62,2,nlsy97,NO,65.0,False,4
openrouter/google/gemma-2-9b-it,62,3,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,63,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,63,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,63,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,64,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,64,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,64,3,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,65,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,65,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,65,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,66,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,66,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,66,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,67,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,67,2,nlsy97,YES,65.0,False,4
openrouter/google/gemma-2-9b-it,67,3,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,68,1,nlsy97,NO,65.0,True,5
openrouter/google/gemma-2-9b-it,68,2,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,68,3,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,69,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,69,2,nlsy97,NO,65.0,False,4
openrouter/google/gemma-2-9b-it,69,3,nlsy97,NO,55.0,False,6
openrouter/google/gemma-2-9b-it,6,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,6,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,6,3,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,70,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,70,2,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,70,3,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,71,1,nlsy97,YES,75.0,False,6
openrouter/google/gemma-2-9b-it,71,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,71,3,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,72,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,72,2,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,72,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,73,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,73,2,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,73,3,nlsy97,YES,70.0,False,6
openrouter/google/gemma-2-9b-it,74,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,74,2,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,74,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,75,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,75,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,75,3,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,76,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,76,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,76,3,nlsy97,NO,55.0,False,5
openrouter/google/gemma-2-9b-it,77,1,nlsy97,YES,70.0,True,6
openrouter/google/gemma-2-9b-it,77,2,nlsy97,YES,70.0,True,6
openrouter/google/gemma-2-9b-it,77,3,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,78,1,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,78,2,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,78,3,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,79,1,nlsy97,NO,65.0,False,5
openrouter/google/gemma-2-9b-it,79,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,79,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,7,1,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,7,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,7,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,80,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,80,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,80,3,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,81,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,81,2,nlsy97,YES,65.0,True,5
openrouter/google/gemma-2-9b-it,81,3,nlsy97,NO,60.0,True,4
openrouter/google/gemma-2-9b-it,82,1,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,82,2,nlsy97,YES,60.0,True,6
openrouter/google/gemma-2-9b-it,82,3,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,83,1,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,83,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,83,3,nlsy97,NO,75.0,False,5
openrouter/google/gemma-2-9b-it,84,1,nlsy97,NO,60.0,True,6
openrouter/google/gemma-2-9b-it,84,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,84,3,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,85,1,nlsy97,NO,55.0,False,6
openrouter/google/gemma-2-9b-it,85,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,85,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,86,1,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,86,2,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,86,3,nlsy97,NO,75.0,True,6
openrouter/google/gemma-2-9b-it,87,1,nlsy97,NO,60.0,False,4
openrouter/google/gemma-2-9b-it,87,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,87,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,88,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,88,2,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,88,3,nlsy97,NO,55.0,True,5
openrouter/google/gemma-2-9b-it,89,1,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,89,2,nlsy97,NO,75.0,False,6
openrouter/google/gemma-2-9b-it,89,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,8,1,nlsy97,YES,75.0,False,6
openrouter/google/gemma-2-9b-it,8,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,8,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,90,1,nlsy97,NO,60.0,False,5
openrouter/google/gemma-2-9b-it,90,2,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,90,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,91,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,91,2,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,91,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,92,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,92,2,nlsy97,NO,60.0,True,6
openrouter/google/gemma-2-9b-it,92,3,nlsy97,NO,60.0,True,5
openrouter/google/gemma-2-9b-it,93,1,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,93,2,nlsy97,NO,65.0,True,6
openrouter/google/gemma-2-9b-it,93,3,nlsy97,NO,65.0,True,4
openrouter/google/gemma-2-9b-it,94,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,94,2,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,94,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,95,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,95,2,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,95,3,nlsy97,NO,65.0,False,6
openrouter/google/gemma-2-9b-it,96,1,nlsy97,YES,65.0,False,5
openrouter/google/gemma-2-9b-it,96,2,nlsy97,YES,60.0,False,6
openrouter/google/gemma-2-9b-it,96,3,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,97,1,nlsy97,YES,65.0,False,6
openrouter/google/gemma-2-9b-it,97,2,nlsy97,YES,75.0,False,6
openrouter/google/gemma-2-9b-it,97,3,nlsy97,YES,75.0,False,6
openrouter/google/gemma-2-9b-it,98,1,nlsy97,YES,60.0,True,6
openrouter/google/gemma-2-9b-it,98,2,nlsy97,YES,65.0,True,6
openrouter/google/gemma-2-9b-it,98,3,nlsy97,NO,60.0,True,5
openrouter/google/gemma-2-9b-it,99,1,nlsy97,NO,65.0,True,5
openrouter/google/gemma-2-9b-it,99,2,nlsy97,YES,60.0,True,6
openrouter/google/gemma-2-9b-it,99,3,nlsy97,NO,55.0,True,6
openrouter/google/gemma-2-9b-it,9,1,nlsy97,NO,60.0,False,6
openrouter/google/gemma-2-9b-it,9,2,nlsy97,NO,65.0,False,4
openrouter/google/gemma-2-9b-it,9,3,nlsy97,YES,65.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,0,1,nlsy97,YES,70.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,0,2,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,0,3,nlsy97,YES,80.0,True,6
openrouter/meta-llama/llama-3.1-8b-instruct,10,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,10,2,nlsy97,NO,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,10,3,nlsy97,YES,75.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,11,1,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,11,2,nlsy97,YES,80.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,11,3,nlsy97,YES,70.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,12,1,nlsy97,YES,60.0,False,6
openrouter/meta-llama/llama-3.1-8b-instruct,12,2,nlsy97,YES,80.0,False,5
